SEASON,EPISODE,SPEAKER,TEXT
14,5,,Dennis texts: “Thanks guys”
14,5,,9 EXT. ZOO PATH - SAME TIME (D1) 9
14,5,,"Mac, Frank, and Charlie walk along a Zoo path. Mac stops when he gets Dennis’ text."
14,5,,
14,5,MAC,Oh he’s thanking us for something. That’s good.
14,5,,
14,5,CHARLIE,Mac. How are you so bad at this?
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,FRANK,Yeah. He probably missed the feeding and now he thinks it’s our fault.
14,5,,
14,5,MAC,Shit you think?
14,5,,Mac: “How was feeding? All good?” Dennis: “SO GOOD. THANKS A LOT!!!”
14,5,,
14,5,MAC,Oh good. He’s super happy.
14,5,,
14,5,FRANK,"He’s screaming, Mac."
14,5,,
14,5,MAC,Screaming?
14,5,,
14,5,CHARLIE,This whole thing was your idea and you don’t know how texting works?
14,5,,
14,5,MAC,Okay. This is just a little misunderstanding over the sea lion thing. I know how to handle this. Just gotta speak from the heart.
14,5,,Dennis looks at the text chain. The three bubbles that indicate someone is writing something are under Mac’s name. It’s taking a beat. Dee stands with Dennis. *
14,5,,
14,5,DENNIS,What is this?
14,5,,"Suddenly, a 27-line response pops up on the screen."
14,5,,
14,5,DENNIS,"Come on, man."
14,5,,11 EXT. ZOO PATH - SAME TIME (D1) 11
14,5,,"Mac, Frank, and Charlie wait."
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,MAC,"Okay, let’s just wait here a min. It’ll probably take Dennis a little while to process all that and respond thoughtfully."
14,5,,Dennis types back “k”.
14,5,,
14,5,MAC,Oh great. He says okay so...
14,5,,
14,5,CHARLIE,He’s blowing you off.
14,5,,
14,5,MAC,What? No.
14,5,,
14,5,FRANK,Oh yeah. You’re dead to him.
14,5,,
14,5,MAC,No. I’m getting a little turned around. Let me just call him...
14,5,,12 EXT. LION EXHIBIT - SAME TIME (D1) 12
14,5,,Dennis is with Dee.
14,5,,
14,5,DENNIS,Christ. Now he’s calling me. Don’t call just text!
14,5,,
14,5,DEE,"Okay, look at this."
14,5,,She texts: “ ”
14,5,,
14,5,DENNIS,What is that?
14,5,,
14,5,DEE,I’m calling him the “f” word. It’s a bundle of sticks.
14,5,,
14,5,DENNIS,"Oh, Dee. No. That’s not funny. You can’t use that word."
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,DEE,I didn’t use the word. I used the picture.
14,5,,
14,5,DENNIS,"Doesn’t matter. It’s offensive and off-putting. If you have to go blue for your comedy, you’re not really that funny in the first place."
14,5,,Frank texts: “ “.
14,5,,
14,5,DENNIS,Frank nailing it again.
14,5,,Dennis texts: “ “. Frank and Charlie type: LOLOLOLOL
14,5,,
14,5,DEE,What’s so funny about what you texted?
14,5,,
14,5,DENNIS,"It works on both levels. It says that Frank is on fire and also that Mac is a flamer, which is totally acceptable for now."
14,5,,Dee texts: “ .” *
14,5,,
14,5,DENNIS,What is that!?
14,5,,
14,5,DEE,I’m joking that maybe we should get the Jew lawyer and have another arbitration about what words we can and can’t use about Mac’s sexuality.
14,5,,
14,5,DENNIS,Cool! Great one! Super funny and not anti-Semitic. And also so clear! We should probably get going huh?
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,DEE,"Yeah, we definitely should meet up with those-"
14,5,,Dennis moves briskly away. Dee tries to keep up. Dennis makes his way into a crowd.
14,5,,
14,5,DEE,Dennis? Hold up a sec.
14,5,,"When Dee pushes through the crowd, she can’t find him. He’s vanished. She looks around, panicked."
14,5,,
14,5,DEE,Dennis?
14,5,,13 EXT. ZOO PATH - SAME TIME (D1) 13
14,5,,"Frank, Mac, and Charlie walk down a path. Dee texts: “lost Dennis, meet at ”"
14,5,,I don’t wanna go to the flamingos. They stink like shit.
14,5,,
14,5,CHARLIE,"Right, if I wanted to look at a big smelly bird I’d just look at Dee."
14,5,,Charlie goes to high-five Mac. Mac looks at his phone.
14,5,,
14,5,CHARLIE,Come on man. That was a great burn.
14,5,,
14,5,MAC,Why didn’t Dennis answer my call?
14,5,,
14,5,CHARLIE,I’m sick of all this phone stuff. I feel like we’re not even enjoying the zoo.
14,5,,Dennis texts: “Missed call. What’s up?”
14,5,,
14,5,MAC,Oh. He missed it.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,FRANK,Jesus Christ.
14,5,,
14,5,CHARLIE,He’s lying! He doesn’t want to talk to you. I say we go straight to the Meerkats.
14,5,,
14,5,FRANK,No. I wanna taunt the gorillas before they get fed and they aren’t hungry anymore.
14,5,,
14,5,CHARLIE,Why do you want to taunt a gorilla?
14,5,,
14,5,FRANK,It’s hilarious. I just sit there eating the bananas slowly while it bangs on the glass like the dumb ape that it is. It’ll bang its hands bloody trying to get the banana.
14,5,,
14,5,CHARLIE,How is that funny?
14,5,,
14,5,FRANK,It’s funny ‘cause it can’t get the banana.
14,5,,
14,5,CHARLIE,"Look whatever, go do your gorilla thing if you want, but I’m going to the Meerkats."
14,5,,
14,5,FRANK,Frank exits. Mac has another 27-line text pop up explaining himself. Dennis texts back: “ “.
14,5,,
14,5,MAC,Goddamnit. There’s no way he read that.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,CHARLIE,Whatever man. Forget about Dennis. He’s ditching us. Let’s just go to Meerkats.
14,5,,
14,5,MAC,Actually... I think I’m gonna go hang in the restroom instead.
14,5,,
14,5,CHARLIE,What? Why?
14,5,,
14,5,MAC,It’s a great Grindr spot for closeted dads at the Zoo.
14,5,,
14,5,CHARLIE,Bullshit! You’re trying to ditch me! You’re just gonna go find Dennis to beg for forgiveness.
14,5,,
14,5,MAC,"No, I’m not."
14,5,,
14,5,CHARLIE,You’re no meerkat. Meerkats stick together!
14,5,,Charlie rips Mac’s Meerkat hat off.
14,5,,
14,5,MAC,Don’t be like that. I’m just gonna meet my needs real quick.
14,5,,
14,5,CHARLIE,What about the needs of the group?
14,5,,
14,5,MAC,Yeah. Those too I just...
14,5,MAC,Are you pissing on me? Goddamnit!
14,5,,14 EXT. FLAMINGOS - LATER (D1) 14
14,5,,"Dee is holding her shirt over her nose. She texts. “Where is everyone? ” Then , then , then . Mac approaches. He spots Dee alone and backs off before she can see him."
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,"IN A SIDE TEXT, Mac to Dee. “You find Dennis?” Dee looks at he phone in an odd way. She texts: “Why side text?” Mac: “Answer Question!” Dee: “Yeah. He’s here. Come.” Dee sees the three bubbles come up... Then they go away. She looks around over towards where Mac was. Now he’s gone."
14,5,,15 INT. ZOO BATHROOM - LATER (D1) 15
14,5,,"Mac is hanging out in the bathroom. He’s texting Dennis on a side chain titled “Da Boyz” Dennis...Hit me up...Side chain...Where you? The three bubbles pop up. Then Dennis...” ” Mac... Don’t lie. I know you ditched Dee. Three bubbles. Then they go away. Mac tries to call him... The call goes immediately to “call ended”. Mac texts: “Pls Don’t B Like this.” Just then, Dennis enters the bathroom. Mac perks up. Dennis freezes and stares daggers at Mac."
14,5,,
14,5,MAC,You came to talk to me. Or unless... this is a Grindr thing--
14,5,,
14,5,DENNIS,--I came to piss.
14,5,,Dennis crosses over to the urinal. Mac crosses and stands behind him.
14,5,,
14,5,MAC,"Look, I know you’re mad, it’s just when you wrote C lions Charlie thought you meant--"
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,DENNIS,Don’t lie. Charlie can’t read.
14,5,,
14,5,MAC,Okay. Fine. It was my fault. It’s an honest mistake--
14,5,,
14,5,DENNIS,"-One thing, Mac! I came to see one goddamn thing and you made me miss it with your texting nonsense."
14,5,,
14,5,MAC,I...I’m sorry. But I have some info. There’s another live feeding.
14,5,,
14,5,DENNIS,Go on.
14,5,,
14,5,MAC,A goat. A goat is being sacrificed. I overheard an employee in here talking about it. I offered to blow him but he didn’t-
14,5,,
14,5,DENNIS,A goat. That’s some Jurassic park shit. I like it.
14,5,,Dennis turns from the urinal and gets very close to Mac.
14,5,,
14,5,DENNIS,"But if you want to join, you must follow my every command, because I swear to God if you make me miss this one too, I’ll feed you to the lions myself."
14,5,,
14,5,MAC,Okay.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,DENNIS,stare) I am.
14,5,,16 EXT. MONKEY EXHIBIT - LATER (D1) 16
14,5,,Frank is looking around for the Gorilla. He sets his bag down by the cage.
14,5,,
14,5,FRANK,"Where are ya, ya big dumb baboon?"
14,5,,He spots a ZOO EMPLOYEE.
14,5,,
14,5,FRANK,Hi. Where’s the---
14,5,,Dee texts: “where is everyone!?”
14,5,,
14,5,FRANK,The annoying bird.
14,5,,
14,5,ZOO EMPLOYEE,The what?
14,5,,
14,5,FRANK,Sorry the--
14,5,,Dee texts: “Can’t see anyone. Send pin. Send pin.”
14,5,,
14,5,FRANK,"Sorry, phone is so distracting. * The uh... big dumb animal thing."
14,5,,
14,5,ZOO EMPLOYEE,The silverback?
14,5,,
14,5,FRANK,Yeah. The Ape. Where the hell is it?
14,5,,
14,5,ZOO EMPLOYEE,"Well, he just ate and is currently sleeping."
14,5,,
14,5,FRANK,Damnit!
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,"Dee texts: “Send pin! Don’t, me. Ha . Lolololol”"
14,5,,
14,5,FRANK,What is this bitch talking about?
14,5,,Frank suddenly sees A MONKEY pulling his Bag of Bananas in through the bars.
14,5,,
14,5,FRANK,Hey! Stop ya little bastard!
14,5,,The Monkey takes the bag to another area in the habitat behind a pane of plexiglass. Frank spots this and begins banging on the glass.
14,5,,
14,5,FRANK,Hey! That’s my banana!
14,5,,"The Monkey eats the bananas. We see Frank from the Monkey’s Point Of View. We can’t make out his words from behind the glass, so he just comes across like an angry gorilla pounding and hollering."
14,5,,17 INT. FLAMINGOS - LATER (D1) 17
14,5,,"Dee is still holding her shirt over her nose. She texts: “Where is everyone?” WTF!?!?!!?” Charlie approaches. He spots Dee alone and backs off before she can see him. IN A SIDE TEXT, Charlie to Dee: “U A LON?” Dee looks at her phone in an odd way again. She texts: “Why side text?” Charlie texts: “U A LON!” Dee texts: “?.” Charlie texts: “WARE GAGN... U A LON?!??!?!?” Dee texts: ‘Are You Trying to text.. “Where is the gang? Are you alone?”’ Dee sees the three bubbles come up... Then... “?”"
14,5,,
14,5,DEE,Learn to read idiot!
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,She texts again: “ . Me A Lon!” * Dee sees the three bubbles come up and then go away again.
14,5,,
14,5,DEE,Goddamnit.
14,5,,She looks over toward where Charlie was. Now he’s gone.
14,5,,18 EXT. LARGE PEN/PETTING ZOO - LATER (D1) 18 *
14,5,,Mac and Dennis stand in a pen waiting. Kids mill about.
14,5,,
14,5,MAC,"Okay, it’s supposed to start any minute. Let me drop a quick pin to let everyone know where we are. They’ll wanna see this too."
14,5,,
14,5,DENNIS,Something’s wrong. Why are we in the exhibit? I don’t see any predatory animals around. And what’s with all these children?
14,5,,
14,5,MAC,I don’t know. Does seem a little weird.
14,5,,Dennis approaches the Zoo Worker.
14,5,,
14,5,DENNIS,Hi. When is the goat to be slaughtered?
14,5,,
14,5,ZOO WORKER,Excuse me?
14,5,,
14,5,DENNIS,When is the goat going to be fed to the lion? My friend engaged in a sexual exchange for information and was told there is to be a sacrifice.
14,5,,
14,5,ZOO WORKER,I think there’s been a miscommunication.
14,5,,((MMOORREE))
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,ZOO WORKER,This is the petting zoo. We are going to be feeding the goats.
14,5,,The Zoo Worker hands him a cup full of pellets and walks away. Dennis turns towards Mac enraged.
14,5,,
14,5,MAC,Denni--
14,5,,
14,5,DENNIS,"It’s fine. It’s fine, Mac. This is totally fine. Let’s go to the next exhibit."
14,5,,Dennis crosses off. Mac follows.
14,5,,
14,5,MAC,Oh cool. I thought you’d be --
14,5,,Dennis approaches a crowd. He turns back towards Mac and looks at him square in the eye. Then backs into the crowd disappearing.
14,5,,
14,5,MAC,Dennis! Dennis!
14,5,,Mac gets to the end of the crowd and Dennis is gone. Like a ghost.
14,5,,19 EXT. LARGE PEN/PETTING ZOO - MOMENTS LATER (D1) 19 *
14,5,,Dee wanders around the pen staring at her phone. Then stops directly in the center. She looks around then texts: “At pin. No 1 here. Freaking out. Hello? Hello?” Zoo Worker walks up and hands her a big cup of pellets.
14,5,,
14,5,ZOO WORKER,"Here you go, ma’am. Have fun!"
14,5,,
14,5,DEE,Huh? What’s this for?
14,5,,
14,5,ZOO WORKER,Okay kids! Let’s go!
14,5,,A gate is open and a sea of animals pour into the pen. The kids cheer. Dee whips around frantically. She sees: A GOAT WITH WONKY EYES.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,"From the Goat’s POV -- it sees Dee and charges! Dee is frozen with fear as the goat knocks her to the ground. Her pellets spill all over her. Sensing a feeding frenzy, all the goats and sheep swarm as Dee is lost in a sea of animals a la a Game of Thrones battle."
14,5,,20 EXT. ZOO PATH - LATER (D1) 20
14,5,,"Mac wanders. He texts: “Guys we all got off course. Just miscommunication. Can fix this. Meet up?” Dennis texts: “H8 U” Dennis has left the conversation. Then -- Mac texts: Charlie, Frank, Dee? Frank texts: “Broke hands hurts 2 txt” Frank has left the conversation. Then -- Mac texts: “Dee, Charlie” Dee texts: “F U Mac and F .” * Dee has left the conversation. Mac texts: Charlie? The bubbles pop up but then go away. Charlie has left the conversation. He hangs up and puts the phone in his pocket."
14,5,,21 EXT. MEERKAT EXHIBIT - ENTRANCE - LATER (D1) 21 *
14,5,,22 EXT. MEERKAT EXHIBIT - MOMENTS LATER (D1) 22 *
14,5,,Mac’s head pops up in the observation bubble. A Meerkat stares back at Mac from outside the bubble. This makes Mac smile wistfully. The Meerkat drops down revealing Dennis in another observation bubble. He locks eyes with Mac like a deer in headlights. Mac turns and spots Frank in yet another bubble with the same Meerkat-like expression.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,"He turns again and discovers Dee popping up and locking eyes with Mac as well. He turns one last time and there’s Charlie staring back at Mac with a confident smile as if to say “I told you, this is what it’s all about.”"
14,5,,23 EXT. MEERKAT EXHIBIT - EXIT - MOMENTS LATER (D1) 23 *
14,5,,The Gang exits the exhibit in great spirits.
14,5,,
14,5,MAC,That was amazing!
14,5,,
14,5,FRANK,I knew what you were all saying just by the looks on your faces.
14,5,,
14,5,SWEET DEE,I felt connected to you guys for the first time today.
14,5,,
14,5,CHARLIE,See that’s what it’s all about!
14,5,,
14,5,MAC,"That smile said a thousand words, Charlie! You were saying I told you so, but I also forgive you! I understood it all!"
14,5,,
14,5,DENNIS,"And I could tell you were truly sorry about me missing the Lion feeding from that look on your face, Mac."
14,5,,
14,5,CHARLIE,"See, with the texts even tough we were in constant communication, we weren’t really communicating at all."
14,5,,Suddenly Dee texts: ” .” * Dennis and Charlie start to laugh.
14,5,,
14,5,CHARLIE,Frank pissing on Mac!
14,5,,Mac notices Frank is pissing on his leg and laughing.
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
14,5,FRANK,I am!
14,5,,
14,5,MAC,"Oh come on, man!"
14,5,,
14,5,DENNIS,Mac goes to text but Dee texts first: “Shut up bird!”
14,5,,
14,5,DENNIS,Nice! You beat Mac to it!
14,5,,Dennis texts: “ ” * Frank texts: “LOL” Charlie texts: “ ” * The texts keep popping up....
14,5,,THE END
14,5,,
14,5,,
14,5,,
14,5,,
14,5,,
13,6,,COLD OPEN
13,6,,TITLE: 2:00 AM
13,6,,TITLE: On a Friday
13,6,,"TITLE: Philadelphia, PA Over black, we hear TROPICAL MUSIC."
13,6,,INT. PADDY’S PUB - CLOSING TIME (N1)
13,6,,"CHARLIE, FRANK and DEE wear Hawaiian shirts as they close up the bar. They dance lazily along to the music. DENNIS finishes counting out the register."
13,6,,
13,6,DENNIS,"Okay, that about does it. Which means... we're officially on island time."
13,6,,Dennis dons a CAPTAIN’S HAT. Dee and Charlie HIGH-FIVE.
13,6,,
13,6,SWEET DEE,"Oh man. I cannot wait for this concert. Thanks for buying the tickets, Frank."
13,6,,
13,6,FRANK,You kidding? I love Jimmy Buffett. Those Parrothead broads are wild.
13,6,,
13,6,CHARLIE,I hope he plays the pifia colada song.
13,6,DENNIS,"Well, he won’t. Cuz that’s not Buffett."
13,6,,
13,6,CHARLIE,"Yes, it des"
13,6,DENNIS,If you like pina coladas...
13,6,DENNIS,I know the song. It’s sung by a man named Rupert Holmes.
13,6,,
13,6,CHARLIE,You sure it’s not Buffett? It feels like it should be.
13,6,DENNIS,We’ve been going to Buffett for twenty years. Have you ever heard him play it?
13,6,,
13,6,,
13,6,CHARLIE,"No, but he doesn’t always play all his hits every time."
13,6,DENNIS,"Yes, he does. That’s the only thing he does. And that’s not one of them. But request away. I won’t stop you."
13,6,,The vibe could not be more chill.
13,6,SWEET DEE,Did you guys just disagree without fighting? That’s new.
13,6,,
13,6,DENNIS,"That’s the power of Buffett. It’s five o'clock somewhere, right?"
13,6,,
13,6,CHARLIE/ FRANK,Totally./Fins up!
13,6,,"Just then, MAC exits from the women’s restroom."
13,6,,
13,6,MAC,If you like making love at midnight. And you've got half a brain.
13,6,SWEET DEE,"Whoa, whoa, whoa, whoa!"
13,6,MAC,What?
13,6,SWEET DEE,That’s my bathroom! You can’t use my bathroom.
13,6,,
13,6,MAC,Why not?
13,6,,
13,6,SWEET DEE,Because it’s for women. And you’re a man.
13,6,,
13,6,MAC,"Well, I’m a gay man, and I feel more comfortable in the ladies bathroom."
13,6,SWEET DEE,"Well, that makes me uncomfortable."
13,6,,
13,6,MAC,"Well, I’m uncomfortable with you being uncomfortable. It’s kinda homophobic. In fact, the whole men’s and women’s bathroom thing is antiquated."
13,6,,
13,6,SWEET DEE,You're antiquated!
13,6,,
13,6,DENNIS,"Okay, settle down. This always happens: we get into a tiff right before Buffett and spend the whole concert screaming at each other. Ruins the whole island vibe."
13,6,,The others MURMUR agreement. That does happen.
13,6,,
13,6,DENNIS,"Well, not this time. We’re not heading to Buffett with any petty unsolved issues."
13,6,,Dennis heads for the door.
13,6,,
13,6,DENNIS,"Guys, this whole bathroom issue is a simple problem with a simple solution. There’s no reason that anyone needs to feel uncomfortable in the bathroom."
13,6,MAC,"We've got eighteen hours until the concert starts, so I say... we figure it out now."
13,6,,"Dennis LOCKS the front door, dramatically. After a beat:"
13,6,MAC,"Dennis, you know we can still open that door, right? You haven’t locked us in."
13,6,,
13,6,DENNIS,"It was symbolic. I was going for dramatic effect, but now you’ve ruined it, so... It’s ruined."
13,6,,The Gang stands there for an awkward beat.
13,6,,CULT TO:
13,6,,MAIN TITLES
13,6,,TITLE: “THE GANG SOLVES THE BATHROOM PROBLEM”
13,6,,TITLE: “IT’S ALWAYS SUNNY IN PHILADELPHIA”
13,6,,
13,6,,2 INT. PADDY’S PUB - MOMENTS LATER (N1)
13,6,,The Gang unpacks bags of CHINESE FOOD.
13,6,,
13,6,DENNIS,Now we’re talking. There’s never been a problem so big it can’t be solved with a late night and a little Chinese takeout.
13,6,,
13,6,CHARLIE,I feel like we should’ve gotten cheeseburgers.
13,6,,
13,6,DENNIS,I’m gonna save my cheeseburgers for paradise.
13,6,,
13,6,GANG,Good point./Good call./Me too.
13,6,MAC,I'd like to start. If there are no objections.
13,6,,The others mutter no objections.
13,6,,
13,6,MAC,"Okay. I should be able to use the women's bathroom because I am a gay man, and therefore most comfortable around women."
13,6,,
13,6,DENNIS,Mmm. Why?
13,6,MAC,"A) We both like dudes, and B) we both find women’s bodies disgusting, so there’s no hanky panky."
13,6,,
13,6,CHARLIE,Makes sense to me.
13,6,FRANK, That checks out.
13,6,,
13,6,SWEET DEE,May I counter?
13,6,MAC,The floor is yours.
13,6,,
13,6,SWEET DEE,"A) Not all women like dudes. Lesbians, boom. And B) you’re disgusting. I don’t want men pooping next to me."
13,6,,
13,6,,
13,6,DENNIS,"Okay, let’s keep it civil. Now just to be clear, Dee, you want the genders to remain separate."
13,6,SWEET DEE,1 ao.
13,6,MAC,"Oh, so you wouldn't let a trans woman use your bathroom?"
13,6,SWEET DEE,Of course I would!
13,6,MAC,"But f can ""“c."
13,6,SWEET DEE,No! Because you’re a gay man. You should use the men’s bathroom.
13,6,MAC,I don’t know why you’re suddenly being such a bitch about this. It never bothered you before.
13,6,,
13,6,DEE,What are you talking about?
13,6,MAC,"I’ve been in the stall next to you a bunch of times. I know, because I recognized your pink heels."
13,6,SWEET DEE,I don’t own pink heels.
13,6,MAC,"Yes you do. The pink, strappy ones that somehow make your giant feet look smaller. You know the ones."
13,6,,
13,6,SWEET DEE,I really don’t.
13,6,,
13,6,CHARLIE,I... think I can explain this.
13,6,,SMASH CUT TO:
13,6,,
13,6,,3 INT. PADDY’S PUB - WOMEN’S BATHROOM - LATER (N1)
13,6,,Everyone but Charlie stands outside the stalls. This is the first time we’ve seen inside the women’s bathroom and
13,6,,it is SHOCKINGLY CLEAN.
13,6,DENNIS,"Charlie, I hope the explaining you’re going to do is about why this bathroom is so much cleaner than ours."
13,6,,Frank pushes the lever of a soap dispenser.
13,6,FRANK,Ugh! Something oozed on my hand. Is that fungus?
13,6,DENNIS,"That’s soap, Frank."
13,6,FRANK,Right outta the wall? Since when?
13,6,SWEET DEE,"Don’t touch anything, okay? This is the last time you’re going to be in here."
13,6,,Dee KNOCKS on the stall door.
13,6,,
13,6,SWEET DEE,"C'mon, Charlie. What’s taking so long?"
13,6,,Dee bends down to look under the stall.
13,6,,
13,6,SWEET DEE,What in the...?
13,6,,"The others look under the stall door to see Charlie's feet, strapped into PINK HEELS."
13,6,,
13,6,MAC,That’s them! The pink heels!
13,6,,
13,6,CHARLIE,I can explain.
13,6,,
13,6,FRANK,"Charlie, you a crossdresser?"
13,6,,
13,6,CHARLIE,"No, it’s just-- I like to use the ladies’ room, because it’s quieter, less crowded--"
13,6,,
13,6,DENNIS,--it’s actually clean.
13,6,CHARLIE,"That, too. But I don’t want to make the women uncomfortable, so I wear the heels."
13,6,,Mac peeks over the top of the door.
13,6,MAC,"Okay, the heels I get. But why the wig?"
13,6,CHARLIE,You’re really gonna make me go through the whole thing? Fine.
13,6,,"Charlie exits the stall. He’s wearing PINK HEELS, a BLONDE WIG, and a FLOWERY SUNDRESS over his clothes."
13,6,CHARLIE,The wig is in case anyone peeks over the door.
13,6,MAC,And the dress?
13,6,CHARLIE,The dress pulls the whole look together.
13,6,FRANK,You are a crossdresser!
13,6,CHARLIE,"No I’m not. Look, I was raised by a single mom. And sometimes we'd be out at a mall or a stadium or whatever and I'd have to use the bathroom, but my mom wouldn’t let me use the men’s all by myself so she’d carry around a dress for me to wear so I could follow her into the ladies’ room and now I’ve been doing it for so many years that I guess I’m just more comfortable pooping this way. Whatever, I guess I identify as a woman when I’m pooping. It’s not that weird."
13,6,OTHERS,It’s pretty weird./So weird!
13,6,CHARLIE,Lots of people do it.
13,6,OTHERS,Nobody does that./You’re the only one.
13,6,,
13,6,DENNIS,"Weird or not, it does bring up an interesting point: Dee, you said only moments ago that you would let a transgender woman use your bathroom."
13,6,SWEET DEE,"Yeah, and?"
13,6,,Dennis GESTURES to Charlie.
13,6,,
13,6,SWEET DEE,No way. Charlie’s not transgender.
13,6,DENNIS,"No, he’s not. But he identifies as a woman, when he’s pooping."
13,6,SWEET DEE,That’s not the same thing.
13,6,DENNIS,"Isn't it? He feels like a woman. He’s got the wig, the shoes, the dress. I bet she’s even got a name."
13,6,,
13,6,CHARLIE,I don’t see what that has to do with--
13,6,,
13,6,DENNIS,"What's her name, Charlie?"
13,6,,A long PAUSE.
13,6,,
13,6,CHARLIE,Joyce.
13,6,DENNIS,There it is.
13,6,MAC,It’s a pretty name.
13,6,DENNIS,"So, I propose that, for the sake of Joyce and others like her, we make both bathrooms available to all genders."
13,6,SWEET DEE,What?! No! You’re only saying that because you want to use my bathroom.
13,6,,
13,6,DENNIS,I am not. I think Mac’s right. Our current system is antiquated and-- Is that a hand dryer?
13,6,,“ current system is antiquated and-- Is
13,6,,that a hand dryer?
13,6,,REVEAL a HAND DRYER on the wall. Dennis goes to it.
13,6,MAC,Let's vote. All those in favor?
13,6,,All the men raise their hands.
13,6,SWEET DEE,Goddamnit.
13,6,,
13,6,DENNIS,"Great work, guys. I knew we could solve it. And we still have plenty of time to get a good night's sleep before Buffett."
13,6,,
13,6,CHARLIE,We should probably update the signs.
13,6,,
13,6,DENNIS,Right. Okay. Just gotta quickly update the signs that it’s clear that any gender can use any bathroom. How hard can that
13,6,,\ be? TITLE: “HOURS LATER...”
13,6,,4 INT. PADDY’S PUB - NIGHT (N1)
13,6,,"The Gang stands outside the bathroom doors. Charlie’s no longer in the dress. The old signs are gone and Dennis holds up a new sign: a GENDER NEUTRAL sign with a half- male, half-female stick figure, plus a person in a wheelchair and a baby that appears to be floating."
13,6,,
13,6,DENNIS,What’s wrong with this one again?
13,6,,
13,6,MAC,Too busy.
13,6,,
13,6,DEE,Mmm. It’s confusing.
13,6,,
13,6,CHARLIE,Why is the baby floating? Is that wheelchair guy throwing babies around? We can’t have that.
13,6,,
13,6,DENNIS,The baby is the symbol for a changing table.
13,6,,
13,6,FRANK,I ripped those out. We can’t have babies to the bar. It’s unsanitary.
13,6,MAC,I agree. Babies are filthy.
13,6,,
13,6,DENNIS,"Fine, we’ll get rid of the baby."
13,6,,Dennis puts his hand over the baby symbol.
13,6,,
13,6,DENNIS,How about now?
13,6,,
13,6,FRANK,I don’t know. I don’t get that symbol. Looks like you have to be a he-she to poop in there.
13,6,SWEET DEE,"Well, don’t say He-she. Say “hermaphrodite.”"
13,6,,
13,6,MAC,Oooh. I think that’s wrong now too. I think you say intersex.
13,6,,
13,6,FRANK,I can’t keep track of this. Why do I have to keep learning new things?
13,6,DENNIS,That’s called evolving but -- How about we just call the bathroom “gender neutral?”
13,6,,
13,6,FRANK,What the hell does that mean? I ain’t neutral about my gender!
13,6,,
13,6,DEE,How about the sign says “gender fluid?”
13,6,,
13,6,CHARLIE,I don’t think you want to see people’s gender fluids on a sign.
13,6,,
13,6,MAC,Guys. We’re getting nowhere. It’s all too vague. I’ve got an idea. Let me try one? I know how to make this very clear.
13,6,,s vague. I’ve got an idea. Let me try one?
13,6,,
13,6,,CUT TOr
13,6,,5 INT. PADDY’S PUB - LATER (N1)
13,6,,Mac presents his proposal for the new bathroom sign. It’s completely BLURRED OUT.
13,6,,
13,6,CHARLIE,What am I looking at?
13,6,,
13,6,FRANK,It’s just dicks.
13,6,,
13,6,MAC,No. That’s not true. There are some dicks.
13,6,,
13,6,DEE,It’s mostly dicks.
13,6,,
13,6,MAC,"Well, there’s also road kill and roast beef sandwiches to accurately depict what a vagina looks like."
13,6,,
13,6,,a vagina looks like.
13,6,,
13,6,DENNIS,Right. Anyone uncomfortable?
13,6,,Everyone but Mac raises their hands.
13,6,,
13,6,DENNIS,Good. Moving on.
13,6,,CUT ‘TO:
13,6,,6 INT. PADDY’S PUB - DAWN (D2)
13,6,,"Frank and Charlie present their bathroom sign. It’s a combination of symbols for MAN and WOMAN, the TRANSGENDER SYMBOL, a PEACE SIGN, a CRESCENT MOON AND STAR, and a DOLLAR SIGN."
13,6,,
13,6,CHARLIE,See? Now everyone’s represented.
13,6,,
